번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
600,092590,럭스피아,032601,반도체 제조업,"7,291,098","3,645,549,000","500",원(KRW),070-8671-2500,"경기도 수원시 영통구 광교로 109 10층(이의동, 나노소자특화팹센터) ",2367
601,033600,럭슬,033003,자동차 신품 부품 제조업,"40,828,103","20,414,051,500","500",원(KRW),031 -660 -9900,경기도 평택시  산단로 255 ,2367
602,141080,레고켐바이오,137001,자연과학 및 공학 연구개발업,"23,683,806","11,841,903,000","500",원(KRW),042-861-0688,대전광역시 대덕구 문평서로 8-26(문평동),2367
603,060300,레드로버,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","72,550,913","36,275,456,500","500",원(KRW),031-5171-3800,경기도 광주시 초월읍 현산로 343 - ,2367
604,038390,레드캡투어,147502,여행사 및 기타 여행보조 서비스업,"8,589,480","4,294,740,000","500",원(KRW),02-2001-4500,서울특별시 중구 을지로 100파인에비뉴 B동 19층 ,2367
605,294140,레몬,032005,화학섬유 제조업,"34,500,000","17,250,000,000","500",원(KRW),054-470-8800,경상북도 구미시 산동면 산호대로 1105-65 ,2367
606,228670,레이,032701,의료용 기기 제조업,"6,653,267","3,326,633,500","500",원(KRW),031-605-1000,경기도 화성시 삼성1로 332-7 ,2367
607,228850,레이언스,032701,의료용 기기 제조업,"16,591,014","8,295,507,000","500",원(KRW),031-8015-6277,경기도 화성시 삼성1로1길 14 &nbsp,2367
608,281740,레이크머티리얼즈,032004,기타 화학제품 제조업,"65,730,548","6,573,054,800","100",원(KRW),044-414-9400,세종특별자치시  전의면 산단길 22-144 -,2367
609,238120,로고스바이오,032703,사진장비 및 광학기기 제조업,"7,189,448","3,594,724,000","500",원(KRW),031-478-4185,"경기도 안양시 동안구 시민대로327번길 28 (관양동) 2층,3층 ",2367
610,215100,로보로보,032809,기타 전기장비 제조업,"17,798,454","1,779,845,400","100",원(KRW),02-909-5050,서울특별시 강북구 도봉로54길 6 로보로보빌딩(미아동),2367
611,090360,로보스타,032902,특수 목적용 기계 제조업,"9,750,000","4,875,000,000","500",원(KRW),031-400-3600,경기도 안산시 상록구  수인로 700 ,2367
612,238500,로보쓰리,137309,"그외 기타 전문, 과학 및 기술 서비스업","4,682,166","2,341,083,000","500",원(KRW),02-544-9145,서울특별시 강남구 봉은사로68길 23이원빌딩 2층 ,2367
613,108490,로보티즈,032902,특수 목적용 기계 제조업,"11,251,000","5,625,500,000","500",원(KRW),070-8671-2600,서울특별시 강서구 마곡중앙5로1길 37 &nbsp,2367
614,900260,로스웰,116409,기타 금융업,"141,781,250","43,617,265,221","0",중국위안(CNY),,"Unit 402, 4th Floor, Fairmont House, No. 8 Cotton Tree Drive, Admiralty Hong Kong ",2367
615,067730,로지시스,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","9,340,922","4,670,461,000","500",원(KRW),02-2125-6300,서울특별시 마포구 독막로 281 &nbsp,2367
616,071280,로체시스템즈,032902,특수 목적용 기계 제조업,"15,296,603","7,648,301,500","500",원(KRW),(031)335-9100,경기도 용인시 처인구  경안천로 364 로체시스템즈(주),2367
617,032350,롯데관광개발,147502,여행사 및 기타 여행보조 서비스업,"69,275,662","34,637,831,000","500",원(KRW),1577-3000,서울특별시 종로구  세종대로 149 (세종로),2367
618,330590,롯데리츠,126801,부동산 임대 및 공급업,"171,968,884","85,984,442,000","500",원(KRW),02-3213-8159,서울특별시 송파구 올림픽로 300 롯데월드타워 30층,2367
619,000400,롯데손해보험,116501,보험업,"310,336,320","310,336,320,000","1,000",원(KRW),02-1588-3344,서울특별시 중구  소월로 3 롯데손해보험빌딩 ,2367
620,023530,롯데쇼핑,074701,종합 소매업,"28,288,755","141,443,775,000","5,000",원(KRW),02-771-2500,서울특별시 중구  남대문로 81 (소공동) ,2367
621,004000,롯데정밀화학,032001,기초 화학물질 제조업,"25,800,000","129,000,000,000","5,000",원(KRW),052-270-6112-4,울산광역시 남구 여천로217번길 19 ,2367
622,286940,롯데정보통신,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,396,331","76,981,655,000","5,000",원(KRW),02-2626-4000,서울특별시 금천구 가산디지털2로 179 롯데정보통신 ,2367
623,280360,롯데제과,031007,기타 식품 제조업,"6,416,717","3,208,358,500","500",원(KRW),02-2670-6302,서울특별시 영등포구 양평로21길 10 ,2367
624,004990,롯데지주,116409,기타 금융업,"104,909,237","21,179,372,000","200",원(KRW),02-750-7114,서울특별시 송파구 올림픽로 300 롯데월드타워,2367
625,005300,롯데칠성음료,031102,비알코올음료 및 얼음 제조업,"7,993,460","4,384,385,000","500",원(KRW),02-3479-9114,서울특별시 서초구 서초대로70길 15 ,2367
626,011170,롯데케미칼,032001,기초 화학물질 제조업,"34,275,419","171,377,095,000","5,000",원(KRW),02-829-4114,"300, Olympic-ro, Songpa-gu, Seoul, Korea Lotte World Tower ",2367
627,002270,롯데푸드,031005,낙농제품 및 식용빙과류 제조업,"1,131,870","5,659,350,000","5,000",원(KRW),02-3469-3114,서울특별시 영등포구 양평로19길 19 -,2367
628,071840,롯데하이마트,074703,가전제품 및 정보통신장비 소매업,"23,607,712","118,038,560,000","5,000",원(KRW),02-1588-0070,서울특별시 강남구  삼성로 156  롯데하이마트빌딩,2367
629,038060,루멘스,032601,반도체 제조업,"47,718,750","23,859,375,000","500",원(KRW),031-8033-2000,경기도 용인시 기흥구 원고매로 12 ,2367
630,082800,루미마이크로,032601,반도체 제조업,"133,223,588","66,611,794,000","500",원(KRW),031-213-9200,경기도 용인시 처인구 남사면 봉무로 309 ,2367
631,162120,루켄테크놀러지스,032809,기타 전기장비 제조업,"1,644,987","822,493,500","500",원(KRW),070-8633-8009,경기도 이천시 마장면 중부대로2670번길 94 ,2367
632,085370,루트로닉,032701,의료용 기기 제조업,"25,627,401","13,175,544,000","500",원(KRW),031-926-7114,경기도 고양시 덕양구 소원로 219 ,2367
633,060240,룽투코리아,105802,소프트웨어 개발 및 공급업,"25,429,284","13,064,642,000","500",원(KRW),031-8068-6602,"경기도 안양시 동안구 부림로 170 41-13(관양동 1736-1), 4층 ",2367
634,058470,리노공업,032602,전자부품 제조업,"15,242,370","7,621,185,000","500",원(KRW),051-831-3232,부산광역시 강서구 미음산단로105번길 10 ,2367
635,039980,리노스,074704,"섬유, 의복, 신발 및 가죽제품 소매업","41,540,606","20,770,303,000","500",원(KRW),(02)3489-6800,"서울특별시 서초구 서운로 19 (서초동, 서초월드오피스텔) 4층 ",2367
636,019570,리더스 기술투자,116402,신탁업 및 집합투자업,"77,634,480","38,817,240,000","500",원(KRW),02-2051-9640,"서울특별시 강남구 테헤란로4길 14 미림타워 13층(역삼동,미림타워) ",2367
637,016100,리더스코스메틱,032004,기타 화학제품 제조업,"18,187,414","9,093,707,000","500",원(KRW),02-3453-8768,서울특별시 광진구 능동로 90 더클래식 500 씨 404호 ,2367
638,012700,리드코프,074607,기타 전문 도매업,"26,446,135","13,777,741,000","500",원(KRW),02  -2126-5000,서울특별시 영등포구  은행로 25 안원빌딩 6층 ,2367
639,302550,리메드,032701,의료용 기기 제조업,"6,088,916","3,044,458,000","500",원(KRW),042-934-5560,대전광역시 유성구 테크노2로 187 미건테크노월드2차 301호~303호,2367
640,277070,린드먼아시아,116402,신탁업 및 집합투자업,"13,500,000","6,750,000,000","500",원(KRW),070-7019-4006,"서울특별시 강남구 테헤란로 234, 4층(역삼동, 삼익빌딩) &nbsp",2367
641,042500,링네트,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","15,216,878","7,608,439,000","500",원(KRW),02-6675-1251,"서울특별시 구로구 디지털로33길 27 409호 (구로동, 삼성IT밸리 4층) ",2367
642,219420,링크제니시스,105802,소프트웨어 개발 및 공급업,"10,000,000","1,000,000,000","100",원(KRW),031-422-3581,"경기도 안양시 동안구 시민대로 401, 319호(관양동, 대륭테크노타운15차) &nbsp",2367
643,027740,마니커,031001,"도축, 육류 가공 및 저장 처리업","158,472,594","79,236,297,000","500",원(KRW),031-281-5300,경기도 용인시 기흥구  용구대로2219번길 3 (신갈동) ,2367
644,195500,마니커에프앤지,031001,"도축, 육류 가공 및 저장 처리업","10,768,000","5,384,000,000","500",원(KRW),031-899-1114,경기도 용인시 처인구 이동면 백옥대로144번길 36-2 &nbsp,2367
645,305090,마이크로디지탈,032701,의료용 기기 제조업,"7,261,600","3,630,800,000","500",원(KRW),031-701-2225,경기도 성남시 분당구 판교로228번길 15 제윈스동 701호,2367
646,098120,마이크로컨텍솔,032602,전자부품 제조업,"8,312,766","4,156,383,000","500",원(KRW),041-621-4331,충청남도 천안시 서북구 성거읍 오송2길 15-21 ,2367
647,227950,마이크로텍,032902,특수 목적용 기계 제조업,"39,896,331","3,989,633,100","100",원(KRW),02-3779-3129,경기도 안성시 원곡면 원당로 157 -,2367
648,147760,마이크로프랜드,032702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","10,819,866","5,409,933,000","500",원(KRW),02-944-6400,"서울특별시 노원구 공릉로 232, 10층(공릉동, 서울테크노파크) ",2367
649,169330,마크로밀엠브레인,137104,시장조사 및 여론조사업,"8,968,459","4,484,229,500","500",원(KRW),02-3444-4000,서울특별시 강남구 강남대로 318 ,2367
650,038290,마크로젠,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,611,654","5,305,827,000","500",원(KRW),02-2113-7000,서울특별시 금천구  벚꽃로 254 월드메르디앙1차 ,2367
651,204320,만도,033003,자동차 신품 부품 제조업,"46,957,120","46,957,120,000","1,000",원(KRW),031-680-6114,경기도 평택시 포승읍 하만호길 32 ,2367
652,001080,만호제강,032401,1차 철강 제조업,"4,150,000","4,150,000,000","1,000",원(KRW),051-601-0351,부산광역시 강서구  녹산화전로 71 ,2367
653,267980,매일유업,031005,낙농제품 및 식용빙과류 제조업,"7,843,638","3,921,819,000","500",원(KRW),02-2117-2113,서울특별시 종로구 종로1길 50 &nbsp,2367
654,005990,매일홀딩스,031005,낙농제품 및 식용빙과류 제조업,"13,718,304","6,859,152,000","500",원(KRW),02-2127-2113,서울시 종로구 종로1길 50 더케이트윈타워A동 ,2367
655,127160,매직마이크로,032602,전자부품 제조업,"65,823,818","6,582,381,800","100",원(KRW),070-8680-3792,경기도 안산시 단원구 성곡로 208 다동 5호,2367
656,093520,매커스,074605,기계장비 및 관련 물품 도매업,"16,163,092","8,081,546,000","500",원(KRW),02-3490-9500,서울특별시 강남구 봉은사로44길 73 ,2367
657,141070,맥스로텍,032902,특수 목적용 기계 제조업,"31,621,050","15,810,525,000","500",원(KRW),053-584-6540,대구광역시 달서구 성서로71길 40 - ,2367
658,088980,맥쿼리인프라,116402,신탁업 및 집합투자업,"349,044,336","1,815,614,802,841","0",원(KRW),02-3705-8565,"서울특별시 종로구 우정국로 26 A동 18층(공평동, 센트로폴리스)",2367
659,094800,맵스리얼티1,116402,신탁업 및 집합투자업,"92,834,331","464,171,655,000","0",원(KRW),02-1577-1640,서울 영등포구 여의도동 미래에셋빌딩 45-1,2367
660,100590,머큐리,032604,통신 및 방송 장비 제조업,"14,763,600","7,381,800,000","500",원(KRW),032-580-3114,인천광역시 서구 가재울로 90 ,2367
661,067280,멀티캠퍼스,168506,기타 교육기관,"5,926,779","2,963,389,500","500",원(KRW),02-6262-9114,서울특별시 강남구 언주로 508 서울상록회관 17층,2367
662,072870,메가스터디,105801,"서적, 잡지 및 기타 인쇄물 출판업","11,920,959","5,960,479,500","500",원(KRW),02-6984-6814,"서울특별시 서초구 효령로 304 24층(서초동, 국제전자센터) ",2367
663,215200,메가스터디교육,168505,일반 교습 학원,"11,841,880","1,184,188,000","100",원(KRW),02-3489-8200,서울특별시 서초구 효령로 321 덕원빌딩 &nbsp,2367
664,133750,메가엠디,168505,일반 교습 학원,"23,097,077","11,548,538,500","500",원(KRW),02-3489-8346,서울특별시 서초구 효령로 321 ,2367
665,235980,메드팩토,137001,자연과학 및 공학 연구개발업,"20,334,842","10,167,421,000","500",원(KRW),02-6938-0200,"서울특별시 서초구 명달로 92, 보림빌딩 ",2367
666,200580,메디쎄이,032701,의료용 기기 제조업,"3,478,159","1,739,079,500","500",원(KRW),031-879-0414,충청북도 제천시 한방엑스포로 129 (제천시 왕암동 1389),2367
667,041920,메디아나,032701,의료용 기기 제조업,"8,650,496","4,325,248,000","500",원(KRW),033-742-5400,강원도 원주시 문막읍 동화공단로 132 ,2367
668,233250,메디안디노스틱,032103,의료용품 및 기타 의약 관련제품 제조업,"1,746,534","1,083,767,000","500",원(KRW),033-244-0100,강원도 춘천시 동내면 순환대로 878 ,2367
669,014100,메디앙스,032004,기타 화학제품 제조업,"11,800,000","5,900,000,000","500",원(KRW),02-6283-6790,서울특별시 강남구 논현로64길 4 5층~6층,2367
670,236340,메디젠휴먼케어,137001,자연과학 및 공학 연구개발업,"2,304,892","1,152,446,000","500",원(KRW),02-555-9808,서울특별시 강남구 테헤란로 223 큰길타워빌딩 20층,2367
671,086900,메디톡스,032101,기초 의약물질 및 생물학적 제제 제조업,"5,977,449","2,988,724,500","500",원(KRW),043-217-1555,충청북도 청원군  오창읍 각리1길 78 (주)메디톡스,2367
672,047920,메디포럼제약,137001,자연과학 및 공학 연구개발업,"14,042,872","7,021,436,000","500",원(KRW),02-411-1514,경기도 남양주시 경강로 27 ,2367
673,078160,메디포스트,032101,기초 의약물질 및 생물학적 제제 제조업,"15,617,842","7,808,921,000","500",원(KRW),02-3465-6677,경기도 성남시 분당구 대왕판교로 644번길21 -,2367
674,065650,메디프론,074605,기계장비 및 관련 물품 도매업,"37,199,870","18,599,935,000","500",원(KRW),02-545-9277,"서울특별시 금천구 가산디지털1로 186 제에이동 제5층 제517호(가산동, 제이플라츠) ",2367
675,138040,메리츠금융지주,116409,기타 금융업,"134,011,294","71,442,909,000","500",원(KRW),02-2018-6824,서울특별시 강남구  강남대로 382 ,2367
676,008560,메리츠증권,116601,금융 지원 서비스업,"675,961,727","675,961,727,000","1,000",원(KRW),02-785-6611,"서울특별시 영등포구 국제금융로 10 Three IFC, 메리츠종금증권",2367
677,000060,메리츠화재,116501,보험업,"113,680,000","56,840,000,000","500",원(KRW),02-1566-7711,서울특별시 강남구  강남대로 382 메리츠타워,2367
678,021880,메이슨캐피탈,116409,기타 금융업,"99,184,408","49,592,204,000","500",원(KRW),02-3440-1600,전라북도 전주시 완산구 기린대로 213 대우빌딩 14층 12호 ,2367
679,140410,메지온,137001,자연과학 및 공학 연구개발업,"8,705,952","4,352,976,000","500",원(KRW),02-560-8000,서울특별시 강남구 삼성로 570 석천빌딩 7층 ,2367
680,241770,메카로,032004,기타 화학제품 제조업,"10,102,240","5,301,120,000","500",원(KRW),031-646-4400,경기도 평택시 산단로121번길 89 (주)메카로 ,2367
